ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_ID,Part_Of_Speech,Original_Translation,Text_ID,Record_Number,Speaker_ID
ctotawirdi-56,yab,muku pïjkë yëmi ta,muku	pïjkë	yëmi	ta,child	DIM	?	?,the child was hungry (auto),,,,n	part	?	?,el niño tenía hambre,ctotawirdi,56,irdi
ctotawirdi-57,yab,asamori ya tujtëpori mërë,asamo-ri	ya	tujtëpori	mërë,cry-ACNNMLZ	?	***	?,cries because he wants to eat (auto),,,,n	?	?	?,llora porque quiere comer,ctotawirdi,57,irdi
ctotawirdi-58,yab,mërë tupo taji rë,mërë	tu-po-∅	taji	rë,?	give-DES-IPFV	FOC	EMP,why didn't you want to give him? (auto),,,,?	vt	part	part,¿por qué no quisiste darle?,ctotawirdi,58,irdi
ctotawirdi-59,yab,yakono tawara chipëkë pachi pïnika,y-akono-∅	tawara	chipëkë	pachi	pïnika,LK-younger_sister_of_woman-PERT	too	***	older_sister_of_woman	?,maybe she was the younger or older sister (auto),,,,n	adv	?	n	?,tal vez era la hermana menor o mayor,ctotawirdi,59,irdi
ctotawirdi-60,yab,"inche ijtëse, wa tasemekï wejsapë pupuri",inche	ij-të-se	wa	ta-semekï-∅	wej-sapë	pupuri,?	3-go-PST	thus	3P-defend-IPFV	COP-PFV	Bactris_gasipaes,went to see but mesquinó the pijiguao (auto),,,,?	vi	part	vt	vi	n,fue a ver pero mesquinó el pijiguao,ctotawirdi,60,irdi
ctotawirdi-61,yab,"warë tasemekï, warë ijtëse",wa=rë	ta-semekï-∅	wa=rë	ij-të-se,thus=EMP	3P-defend-IPFV	thus=EMP	3-go-PST,and so he went away (auto),,,,part	vt	part	vi,así lo mezquinó y así se fue,ctotawirdi,61,irdi
ctotawirdi-62,yab,"ëmë yorojyamori, ejnë yënëtojpe, ejnë tëri, ëmë toro pana",ë-më	y-orojyamo-ri	ejnë	yënëtojpe	ejnë	tëri	ë-më	toro	pana,2-father	LK-evil_being-PERT	1+2PRO	?	1+2PRO	?	2-father	***	?,let's go to your daddy's cemetery to be eaten by your daddy's spirit (auto),,,,n	n	pn	?	pn	?	n	?	?,vamos al cementerio de tu papá para que nos coma el espíritu de tu papá,ctotawirdi,62,irdi
ctotawirdi-63,yab,tase ti ta wejsaj ta tëwï wurijyamo ya,ta-se	ti	ta	wej-saj	ta	tëwï	wurijyamo	ya,say-PST	HSY	like	COP-PFV	?	3PRO	?	?,said the woman (auto),,,,vt	part	part	vi	?	pn	?	?,dijo la mujer,ctotawirdi,63,irdi
ctotawirdi-64,yab,imuku yarëse ta tëwï pata yaka,i-muku-∅	yarëse	ta	tëwï	pata	yaka,3-child-PERT	?	?	3PRO	?	ALL,took his son to where he lived (his dad) (auto),,,,n	?	?	pn	?	postp,llévo a su hijo para donde vivía (su papá),ctotawirdi,64,irdi
ctotawirdi-65,yab,"mërë mërë semekïrï, imuku pëkë mërë semekïrï",mërë	mërë	semekï-rï	i-muku-∅	pëkë	mërë	semekï-rï,?	?	defend-IPFV	3-child-PERT	about	?	defend-IPFV,you are machining a child (auto),,,,?	?	vt	n	postp	?	vt,usted está mesquinando a un niño,ctotawirdi,65,irdi
ctotawirdi-66,yab,"ëmë yorojyamorijpë, ejnë yënëtojpe",ë-më	y-orojyamo-ri-jpë	ejnë	yënëtojpe,2-father	LK-evil_being-PERT-PST	1+2PRO	?,!el espíritu de tu papá nos va a comer (auto),,,,n	n	pn	?,!el espíritu de tu papá nos va a comer,ctotawirdi,66,irdi
ctotawirdi-67,yab,"ejnë tëri ta ti wara, La Kesera wara ijtë tëijpono",ejnë	tëri	ta	ti	wara	la	kesera	wara	ijtë	tëijpo-no,1+2PRO	?	?	HSY	?	***	***	?	?	far-NMLZ,went as far away as the distance of the Cheese Factory (auto),,,,pn	?	?	part	?	?	?	?	?	n,se fueron lejos como la distacia de la Quesera,ctotawirdi,67,irdi
ctotawirdi-68,yab,ijtëpëjsejne tëwïsantomo,ij-të-pëj-se-jne	tëwïsantomo,3-go-PLUR-PST-PL	3PRO.PL,They left (auto),,,,vi	pn,!Ellos se fueron,ctotawirdi,68,irdi
ctotawirdi-69,yab,"tëwï wurijyamo, imuku pïjkë yakërë ma",tëwï	wurijyamo	i-muku-∅	pïjkë	y-akërë	ma,3PRO	?	3-child-PERT	DIM	LK-with	RST,that woman with her little boy only (auto),,,,pn	?	n	part	postp	part,esa mujer con su hijito solamente,ctotawirdi,69,irdi
ctotawirdi-70,yab,"wa chi tarë takï, kërë tawaru ta tëwï wanïpï ya",wa	chi	tarë	takï	kërë	tawa-ru	ta	tëwï	wanïpï	ya,thus	?	?	CNFRM	?	nyctidromus_albicollis-PERT	?	3PRO	***	?,"###, the wateritacaminos the nephew (auto)",,,,part	?	?	part	?	n	?	pn	?	?,"###, el aguaitacaminos el sobrino",ctotawirdi,70,irdi
ctotawirdi-71,yab,"¡ tawañë %¡ ¡ tawañë %¡ enirë wëra ti, enirë wëra",tawañë	tawañë	enirë	wëra	ti	enirë	wëra,***	***	?	like	HSY	?	like,"tuin, tuin, [it was heard] like now (auto)",,,,?	?	?	postp	part	?	postp,"tuin, tuin, [se escuchaba] como ahora",ctotawirdi,71,irdi
ctotawirdi-72,yab,"¿ yatun yawë wëra, makë?",yatun	yawë	wëra	makë,day	LOC	like	mom,"Was it daytime, Mom? (auto)",,,,n	postp	postp	n,"!¿Era de día, mamá?",ctotawirdi,72,elpe
ctotawirdi-73,yab,aja-ja-ja,aja-ja-ja,***,ha-ha-ha-ha [heard]. (auto),,,,?,aja-ja-ja [se escuchaba],ctotawirdi,73,irdi
ctotawirdi-74,yab,"ë’ë, enirë wëra",ë’ë	enirë	wëra,***	?	like,as now [as at this hour]. (auto),,,,?	?	postp,como ahora [como a esta hora],ctotawirdi,74,irdi
ctotawirdi-75,yab,ëëjën-jën-jë-jën-jëë,ëëjën-jën-jë-jën-jëë,***,aja-ja-ja-ja-ja (auto),,,,?,aja-ja-ja-ja-ja,ctotawirdi,75,irdi
ctotawirdi-76,yab,¡ ee %¡ chukuri jwama,ee	chukuri	jwama,***	***	***,¡eh! cállate (auto),,,,?	?	?,¡eh! cállate,ctotawirdi,76,irdi
ctotawirdi-77,yab,ëmë yorojyamori ejnë yëwukujpë ta entë,ë-më	y-orojyamo-ri	ejnë	yëwukujpë	ta	entë,2-father	LK-evil_being-PERT	1+2PRO	?	?	here.LOC,your daddy's spirit contested (auto),,,,n	n	pn	?	?	adv,el espíritu de tu papá contestó,ctotawirdi,77,irdi
ctotawirdi-78,yab,"tarëjpë ya'sejra rë ti, intipijkë warinta yawë ma, ooo",tarëjpë	ya'sejra	rë	ti	intipijkë	warinta	yawë	ma	ooo,***	***	EMP	HSY	small	***	LOC	RST	***,when it was getting dark and the animal answered (auto),,,,?	?	part	part	adv	?	postp	part	?,cuando estaba oscureciendo ya contestó el animal,ctotawirdi,78,irdi
ctotawirdi-79,yab,¡ ëëëj %¡ inkë takï,ëëëj	in-kë	takï,***	see-IMP	CNFRM,ay! look what's going to happen (auto),,,,?	vt	part,ay! mira lo que va a suceder,ctotawirdi,79,irdi
ctotawirdi-80,yab,"tarëjpë ya'sejra rë warë ejnë yenë ta, ta ti wejsaj ta",tarëjpë	ya'sejra	rë	wa=rë	ejnë	yenë	ta-∅	ta	ti	wej-saj	ta,***	***	EMP	thus=EMP	1+2PRO	***	say-IPFV	like	HSY	COP-PFV	?,"now it's really going to eat us, he said (auto)",,,,?	?	part	part	pn	?	vt	part	part	vi	?,"ahora sí nos va a comer, dijo",ctotawirdi,80,irdi
ctotawirdi-81,yab,"jwa takï, tëwï ma takï wïrë yewenkejra wïrë",jwa	takï	tëwï	ma	takï	wïrë	y-ewenke=jra	wïrë,***	CNFRM	3PRO	RST	CNFRM	1PRO	LK-ignorant=NEG	1PRO,that's just what I remember (auto),,,,?	part	pn	part	part	pn	postp	pn,eso no más es lo que yo recuerdo,ctotawirdi,81,irdi
ctotawirdi-82,yab, tawaru mare pëkë,tawa-ru	mare	pëkë,nyctidromus_albicollis-PERT	?	about,about the aguaitacaminos? (auto),,,,n	?	postp,!¿sobre el aguaitacaminos?,ctotawirdi,82,anpe
ctotawirdi-83,yab,"ë'ë, tawaru",ë'ë	tawa-ru,yes	nyctidromus_albicollis-PERT,"yes, the aguaitacaminos (auto)",,,,intj	n,"sí, el aguaitacaminos",ctotawirdi,83,irdi
ctotawirdi-84,yab,"toro po chijpë ti, toro po",toro	po	chijpë	ti	toro	po,***	LOC	?	HSY	***	LOC,was on top of the grave (auto),,,,?	postp	?	part	?	postp,estaba encima de la tumba,ctotawirdi,84,irdi
ctotawirdi-85,yab,"tawañë, tawañë, tata tëwï",tawañë	tawañë	tata	tëwï,***	***	?	3PRO,"tawañe, tawañe, tawañe! (auto)",,,,?	?	?	pn,"¡tawañe, tawañe, tawañe!",ctotawirdi,85,irdi
ctotawirdi-86,yab,waraijtokomo,waraijtokomo,man,a man (auto),,,,n,un hombre,ctotawirdi,86,irdi
ctotawirdi-87,yab,¿ tëwï orojyamo ya?,tëwï	orojyamo	ya,3PRO	?	?,a devil? (auto),,,,pn	?	?,!¿un diablo?,ctotawirdi,87,anpe
ctotawirdi-88,yab,orojyamo,orojyamo,evil_being,a devil (auto),,,,n,un diablo,ctotawirdi,88,irdi
ctotawirdi-90,yab,"irë wejtane, tajne ya, onono ya, tapëkën ti",irë	wejtane	ta-jne	ya	onono	ya	ta-pëkë=n	ti,3ANA.INAN	?	3-PL	?	another	ERG	say-PROG.TR=INTS	HSY,why the other person was telling me? (auto),,,,dem	?	pn	?	n	postp	vt	part,por qué la otra persona me estaba diciendo?,ctotawirdi,90,irdi
ctotawirdi-91,yab,orojyamo wacho ti kërë,orojyamo	wacho	ti	kërë,evil_being	***	HSY	?,that's the devil's wife (auto),,,,n	?	part	?,esa es la esposa del diablo,ctotawirdi,91,irdi
ctotawirdi-92,yab,¿?,,***,,,,,?,,ctotawirdi,92,anpe
ctotawirdi-93,yab,tawaru tapëkë,tawa-ru	ta-pëkë,nyctidromus_albicollis-PERT	say-PROG.TR,about aguaitacaminos (auto),,,,n	vt,a propósito del aguaitacaminos,ctotawirdi,93,irdi
ctotawirdi-94,yab,ë'ë,ë'ë,yes,sí (auto),,,,intj,sí,ctotawirdi,94,irdi
ctotawirdi-95,yab,"ë'ë ti, ë'ë",ë'ë	ti	ë'ë,yes	HSY	yes,sí (auto),,,,intj	part	intj,sí,ctotawirdi,95,irdi
ctotawirdi-96,yab,!¿ përu pare orojyamo wachori?,përu	pare	orojyamo	wachori,***	***	evil_being	***,"!the devil's wife, was also the toad, the devil's wife (auto)",,,,?	?	n	?,"!la esposa del diablo, también era el sapo, la esposa del diablo",ctotawirdi,96,anpe
ctotawirdi-97,yab,¿ ëkë?,ëkë,which,What? (auto),,,,intj,¿qué?,ctotawirdi,97,elpe
ctotawirdi-98,yab, përu,përu,***,!el sapo (auto),,,,?,!el sapo,ctotawirdi,98,anpe
ctotawirdi-99,yab,¡ Iij!,iij,***,!¡Uy! (auto),,,,?,!¡Uy!,ctotawirdi,99,elpe
ctotawirdi-101,yab,"ë'ë, tawara wïrë itajpë taji tanijpë",ë'ë	tawara	wïrë	itajpë	taji	tanijpë,yes	too	1PRO	?	FOC	***,so I heard (auto),,,,intj	adv	pn	?	part	?,así yo escuché,ctotawirdi,101,irdi
ctotawirdi-102,yab,chima yaye ijtëse warë,chima	yaye	ij-të-se	wa=rë,?	LOC	3-go-PST	thus=EMP,"along the way, he already left (auto)",,,,?	postp	vi	part,por el camino se fue ya,ctotawirdi,102,irdi
ctotawirdi-103,yab,"cha cha cha, tejpore",cha	cha	cha	tejpore,***	***	***	tasty,tasty (auto),,,,?	?	?	adv,sabroso,ctotawirdi,103,irdi
ctotawirdi-104,yab,"cha, pëchine",cha	pëchine,***	odorous,tasty (auto),,,,?	adv,sabroso,ctotawirdi,104,irdi
ctotawirdi-105,yab,ta ti ta tëwï orojyamo,ta-∅	ti	ta	tëwï	orojyamo,say-IPFV	HSY	like	3PRO	?,said the devil (auto),,,,vt	part	part	pn	?,decía el diablo,ctotawirdi,105,irdi
ctotawirdi-106,yab,"enijne, enijne, ëtijtakarijra ijtë rë",enijne	enijne	ëtijtakarijra	ijtë	rë,PROX.INAN.PL	PROX.INAN.PL	***	?	EMP,"this one, this one, is not yet unstuck (auto)",,,,dem	dem	?	?	part,"este mismo, este mismo, todavía no está despegado",ctotawirdi,106,irdi
ctotawirdi-107,yab,"enijne, enijne, sukase",enijne	enijne	sukase,PROX.INAN.PL	PROX.INAN.PL	all,"these, these, all (auto)",,,,dem	dem	adv,"estos, estos, todo",ctotawirdi,107,irdi
ctotawirdi-108,yab,ëtijtë,ëtijtë,***,loose (auto),,,,?,suelto,ctotawirdi,108,irdi
ctotawirdi-109,yab,eni wëra pijpë ma neke n ti pïrarë,eni	wëra	pijpë	ma	neke	n	ti	pïrarë,PROX.INAN	like	skin	RST	CNTR	INTS	HSY	NEG.EXIST,there is no leather like this glued leather (auto),,,,dem	postp	n	part	part	part	part	part,como este cuero pegado no hay,ctotawirdi,109,irdi
ctotawirdi-110,yab,eni wejtane,eni	wejtane,PROX.INAN	?,this (auto),,,,dem	?,esto,ctotawirdi,110,irdi
ctotawirdi-111,yab,yëjpë tïjtakaja ti,yëjpë	tïjtakaja	ti,?	***	HSY,the bones were not (had not) loosened (auto),,,,?	?	part,los huesos no se (habían) aflojado,ctotawirdi,111,irdi
ctotawirdi-112,yab,michukuru,michukuru,***,the blood (auto),,,,?,!la sangre,ctotawirdi,112,irdi
ctotawirdi-113,yab,"ijtë pëkë michukaja ti, wa marë",ijtë	pëkë	michukaja	ti	wa	marë,?	about	***	HSY	thus	?,"when he left, he did not bleed (auto)",,,,?	postp	?	part	part	?,"cuando se fue, no sangro",ctotawirdi,113,irdi
ctotawirdi-114,yab,¡ tun!,tun,?,sonó tun (auto),,,,?,sonó tun,ctotawirdi,114,irdi
ctotawirdi-115,yab,¡ tïrïrïrïrï tai %¡ yëjpë,tïrïrïrïrï	tai	yëjpë,***	?	?,the bones fell (auto),,,,?	?	?,cayeron los huesos,ctotawirdi,115,irdi
ctotawirdi-116,yab,¡ tun!,tun,?,sonó tun (auto),,,,?,sonó tun,ctotawirdi,116,irdi
ctotawirdi-117,yab,"¡ ëj %¡ patake, ejnë yënë ta muku %¡ ta ti",ëj	patake	ejnë	yënë	ta	muku	ta	ti,house	?	1+2PRO	?	?	?	?	HSY,"ay! conchale, he is going to eat us said (auto)",,,,n	?	pn	?	?	?	?	part,"ay! cónchale, nos va a comer dijo",ctotawirdi,117,irdi
ctotawirdi-118,yab,"ejnë yënë ta kërë ëmë yorojyamo, tarëjpë ya'sejra rë",ejnë	yënë	ta	kërë	ë-më	y-orojyamo-∅	tarëjpë	ya'sejra	rë,1+2PRO	?	?	?	2-father	LK-evil_being-PERT	***	***	EMP,we're going to be eaten by that spirit of your dad's (auto),,,,pn	?	?	?	n	n	?	?	part,nos va a comer ese espíritu de tu papá,ctotawirdi,118,irdi
ctotawirdi-119,yab,"ëmë yorojyamo ejnë yënëtojpe, ejnë tëri, tarëjpë ya'sejra",ë-më	y-orojyamo-∅	ejnë	yënëtojpe	ejnë	tëri	tarëjpë	ya'sejra,2-father	LK-evil_being-PERT	1+2PRO	?	1+2PRO	?	***	***,"we'll be eaten by your daddy's spirit, we're leaving, ### (auto)",,,,n	n	pn	?	pn	?	?	?,"!nos va a comer el espiritu de tu papá, nos vamos, ###",ctotawirdi,119,irdi
ctotawirdi-120,yab,"¡ wa %¡ ejnë yenë pïnika, toroyamo yamo, chayi, tase ti ta",wa	ejnë	yenë	pïnika	toroyamo	yamo	chayi	ta-se	ti	ta,thus	1+2PRO	***	?	***	***	***	say-PST	HSY	like,"is it going to eat us, ### (auto)",,,,part	pn	?	?	?	?	?	vt	part	part,"será que nos va a comer, ###",ctotawirdi,120,irdi
ctotawirdi-121,yab,"wïrë nëmëri, tase ti ta",wïrë	nëmëri	ta-se	ti	ta,1PRO	?	say-PST	HSY	like,"he said ""he left me"". (auto)",,,,pn	?	vt	part	part,"el dijo ""me dejó""",ctotawirdi,121,irdi
ctotawirdi-122,yab,wepï tï tëwïjna,wepï	tï	tëwïjna,?	***	there.ANA,approached him ### (auto),,,,?	?	adv,se acercó hacia él ###,ctotawirdi,122,irdi
ctotawirdi-123,yab,"¿ ëkëtë, ëkëtë, ëkëtë, ëkëtë tapujnari?",ëkëtë	ëkëtë	ëkëtë	ëkëtë	tapujnari,where	where	where	where	***,where does it smell? (auto),,,,adv	adv	adv	adv	?,¿donde huele?,ctotawirdi,123,irdi
ctotawirdi-124,yab,¿ kwase ejnë tëtojpe?,kwase	ejnë	tëtojpe,how	1+2PRO	?,,,,,part	pn	?,,ctotawirdi,124,irdi
ctotawirdi-125,yab,"sejkë, sejkë, sejkë",sejkë	sejkë	sejkë,?	?	?,"fens, fens, fens (auto)",,,,?	?	?,"ven, ven, ven",ctotawirdi,125,irdi
ctotawirdi-126,yab,ëjwatë pana sejkë ta,ëjwa-të	pana	sejkë	ta,hammock-NPERT	?	?	?,come to the chinchorro (auto),,,,n	?	?	?,vente al chinchorro,ctotawirdi,126,irdi
ctotawirdi-127,yab,¡ kïj %¡ apatakase ti,kïj	apatakase	ti,ugh	?	HSY,(entered) and exited (auto),,,,intj	?	part,(entró) y salió,ctotawirdi,127,irdi
ctotawirdi-128,yab,"tejpore pëchine, pëchine, pëchine",tejpore	pëchine	pëchine	pëchine,tasty	odorous	odorous	odorous,"it's tasty, the smell, the smell, the smell, the smell (auto)",,,,adv	adv	adv	adv,"esta sabroso, el olor, el olor, el olor",ctotawirdi,128,irdi
ctotawirdi-129,yab,yïwïrï warë ta pëchine,yïwïrï	wa=rë	ta	pëchine,***	thus=EMP	?	odorous,smell like chigüire ### (auto),,,,?	part	?	adv,olor como chigüire ###,ctotawirdi,129,irdi
ctotawirdi-130,yab,irëjpë ya'nare,irëjpë	ya'nare,then	***,,,,,adv	?,,ctotawirdi,130,irdi
ctotawirdi-131,yab,¿ kwase nakwë ejnë nëmëri?,kwase	nakwë	ejnë	nëmëri,how	***	1+2PRO	?,how are we going to leave him (auto),,,,part	?	pn	?,cómo sera que lo vamos a dejar,ctotawirdi,131,irdi
ctotawirdi-132,yab,"chimaputukë, patakakë mëtë, teijpo rë",chimaputukë	pataka-kë	mëtë	teijpo	rë,***	take_out-IMP	?	far	EMP,"go forth, there, withdrawn (auto)",,,,?	vt	?	adv	part,"sal adelante, allá, retirado",ctotawirdi,132,irdi
ctotawirdi-133,yab,"ta ti imukupïjkë, pïrajrarë pïnika",ta	ti	imukupïjkë	pïrajrarë	pïnika,?	HSY	***	***	?,"he said to his son, I think he was not so little (auto)",,,,?	part	?	?	?,"le dijo a su hijo, creo que no era tan pequeño",ctotawirdi,133,irdi
ctotawirdi-134,yab,chijpë wëra maijtë me wïtïtane,chi-jpë	wëra	maijtë	me	wïtïtane,COP-PST.ACNNMLZ	like	?	POL	***,"again that was ###, when I go away (auto)",,,,n	postp	?	part	?,"de nuevo que fuera ###, cuando yo me voy",ctotawirdi,134,irdi
ctotawirdi-135,yab,"wekase, kërë apatakase",wekase	kërë	apatakase,?	?	?,went out to make pupu (as a lie) (auto),,,,?	?	?,salió a hacer pupú (como mentira),ctotawirdi,135,irdi
ctotawirdi-136,yab, arajmatë ti ta,arajmatë	ti	ta,dangerous	HSY	?,was scary (auto),,,,adv	part	?,daba miedo,ctotawirdi,136,irdi
ctotawirdi-137,yab,ejnë yënu mare ti ta,ejnë	y-ënu-∅	mare	ti	ta,1+2PRO	LK-eye-PERT	?	HSY	?,one's eyes were ### (auto),,,,pn	n	?	part	?,los ojos de uno era ###,ctotawirdi,137,irdi
ctotawirdi-138,yab, nopejra ta ta,nope=jra	ta-∅	ta,good=NEG	say-IPFV	like,was bad (auto),,,,adv	vt	part,era malo,ctotawirdi,138,irdi
ctotawirdi-139,yab, tëjta ke,tëjta	ke,hollow	INS,,,,,n	postp,,ctotawirdi,139,elpe
ctotawirdi-141,yab,"irë wejtane,",irë	wejtane,3ANA.INAN	?,era (auto),,,,dem	?,era,ctotawirdi,141,irdi
ctotawirdi-142,yab,"tëmichukaja ti ta, tëmichukaja",tëmichukaja	ti	ta	tëmichukaja,***	HSY	?	***,did not bleed (auto),,,,?	part	?	?,no sangró,ctotawirdi,142,irdi
ctotawirdi-143,yab,tëwï yawo pano yakaramari chijpë ne,tëwï	yawo	pano	yakarama-ri	chi-jpë	ne,3PRO	?	FMR	tell-IPFV	COP-PST	INTS,my late uncle counted (auto),,,,pn	?	part	vt	vi	part,!mi difunto tío contaba,ctotawirdi,143,irdi
ctotawirdi-144,yab,tawara mëwejtojpano,tawara	mëwejtojpano,too	?,it will happen to you anyway (auto),,,,adv	?,te va a pasar igual,ctotawirdi,144,irdi
ctotawirdi-145,yab,sëmase mëwejtojpano,sëmase	më-wej-tojpano,?	2-COP-FUT.CONCL,you will be like the dead man (auto),,,,?	vi,vas a ser como el muerto,ctotawirdi,145,irdi
ctotawirdi-146,yab,¡ ëëëm %¡ ¡ ëëëm!,ëëëm	ëëëm,***	***,ëëëëm! ëëëm! (auto),,,,?	?,¡ëëëm! ¡ëëëm!,ctotawirdi,146,irdi
ctotawirdi-147,yab,tapëkë chijpë yawo pano,ta-pëkë	chi-jpë	yawo	pano,say-PROG.TR	COP-PST.ACNNMLZ	?	FMR,that's how my uncle used to talk (auto),,,,vt	n	?	part,así hablaba mi tío,ctotawirdi,147,irdi
ctotawirdi-148,yab,¿ aaa?,aaa,ah,,,,,intj,,ctotawirdi,148,irdi
ctotawirdi-149,yab,¿ irëjpë?,irëjpë,then,After? (auto),,,,adv,!¿despues?,ctotawirdi,149,elpe
ctotawirdi-150,yab,¿ epesekontomo?,epe-se-kontomo,escape-PST-PL,Did they escape? (auto),,,,vi,!¿se escaparon?,ctotawirdi,150,elpe
ctotawirdi-151,yab,"warë epese ti, ejnë nëmëri",wa=rë	epese	ti	ejnë	nëmëri,thus=EMP	?	HSY	1+2PRO	?,"they have already escaped, let's leave it here (auto)",,,,part	?	part	pn	?,"ya se escaparon, vamos a dejarlo aquí",ctotawirdi,151,irdi
ctotawirdi-152,yab,¡ kuuu %¡ ¡ eee!,kuuu	eee,***	hey,,,,,?	intj,,ctotawirdi,152,irdi
ctotawirdi-153,yab,apo mëtë sejkë,apo	mëtë	sejkë,later	?	?,"wait there, wait (auto)",,,,adv	?	?,"espera ahí, espera",ctotawirdi,153,irdi
ctotawirdi-154,yab,"ejnë muku wasukari, ta ti mukupïjkë",ejnë	muku	wasukari	ta	ti	muku-pïjkë,1+2PRO	?	***	?	HSY	child-DIM,our child has diarrhea ### (auto),,,,pn	?	?	?	part	n,nuestro hijo tiene diarrea ###,ctotawirdi,154,irdi
ctotawirdi-155,yab,"awasukari apo, intojpe",awasukari	apo	intojpe,***	later	?,"waiting is making pupu, let's see (auto)",,,,?	adv	?,"espera está haciendo pupú, vamos a ver",ctotawirdi,155,irdi
ctotawirdi-157,yab,¡ tajnema sejkë!,ta-jne=ma	sejkë,3-PL=RST	?,come quickly (auto),,,,pn	?,ven rápido,ctotawirdi,157,irdi
ctotawirdi-158,yab,¡ uuu!,uuu,***,¡uuu! (auto),,,,?,¡uuu!,ctotawirdi,158,irdi
ctotawirdi-159,yab,wasuka neke ëjpïna,wasuka	neke	ëjpïna,***	CNTR	often,has a lot of diarrhea (auto),,,,?	part	adv,tiene mucha diarrea,ctotawirdi,159,irdi
ctotawirdi-160,yab,"ta ti ta, mïjna ijtëtane",ta-∅	ti	ta	mïjna	ijtëtane,say-IPFV	HSY	like	there.ALL	***,he said as he was walking away (auto),,,,vt	part	part	adv	?,le dijo mientras se estaba alejando,ctotawirdi,160,irdi
ctotawirdi-161,yab,¡ uuu %¡ ¡ aaa!,uuu	aaa,***	ah,,,,,?	intj,,ctotawirdi,161,irdi
ctotawirdi-162,yab,"¡ apo %¡ wasukari, ejnë muku awasukani",apo	wasukari	ejnë	muku	awasukani,later	***	1+2PRO	?	***,"wait, our son is pooping, he is pooping (auto)",,,,adv	?	pn	?	?,"espera, está haciendo pupú nuestro hijo, está haciendo pupú",ctotawirdi,162,irdi
ctotawirdi-163,yab,tapanaimase pïnika imuku pïjkë,tapanaimase	pïnika	i-muku-∅	pïjkë,***	?	3-child-PERT	DIM,he said in a low voice so that the child would not hear him. (auto),,,,?	?	n	part,lo dijo en voz baja para que no lo escuchar al niño,ctotawirdi,163,irdi
ctotawirdi-164,yab,kërë wëra pïnika,kërë	wëra	pïnika,?	like	?,like that maybe (auto),,,,?	postp	?,como ese tal vez,ctotawirdi,164,irdi
ctotawirdi-165,yab,"chima yaye ijtëpëjse, La Quesera wëra, teijpo",chima	yaye	ij-të-pëj-se	la	quesera	wëra	teijpo,?	LOC	3-go-PLUR-PST	***	***	like	far,"They went down the road as far as the Cheese Factory, away (auto)",,,,?	postp	vi	?	?	postp	adv,"Se fueron por el camino hasta como a la Quesera, lejos",ctotawirdi,165,irdi
ctotawirdi-166,yab,"tawara ti chima wejsapë, tëwï ma takï wïrë yewenkejra",tawara	ti	chima	wej-sapë	tëwï	ma	takï	wïrë	y-ewenke=jra,too	HSY	?	COP-PFV	3PRO	RST	CNFRM	1PRO	LK-ignorant=NEG,"there was a way ###, that no more than I know (auto)",,,,adv	part	?	vi	pn	part	part	pn	postp,"había un camino ###, eso no más que yo sé",ctotawirdi,166,irdi
ctotawirdi-167,yab,¿ irëjpë?,irëjpë,then,After? (auto),,,,adv,!¿después?,ctotawirdi,167,elpe
ctotawirdi-168,yab,¿ tayënëja?,ta-yënë-ja,3P-eat(meat)-NEG,didn't you eat it? (auto),,,,vt,!¿no lo comió?,ctotawirdi,168,elpe
ctotawirdi-169,yab,tayënëja,ta-yënë-ja,3P-eat(meat)-NEG,did not eat them (auto),,,,vt,no los comió,ctotawirdi,169,irdi
ctotawirdi-170,yab,"chimantë pïnika mërë, Tamboro tajtoj wëra",chimantë	pïnika	mërë	tamboro	taj-toj	wëra,***	?	?	***	say-CIRC.NMLZ	like,"Perhaps they set out on the road, as who says the distance to Tambor (place name). (auto)",,,,?	?	?	?	n	postp,"Tal vez se pusieron en camino, como quien dice la distancia a Tambor (nombre de lugar)",ctotawirdi,170,irdi
ctotawirdi-171,yab,"tawëra pïnika wejsapë, ajtipinchi",tawëra	pïnika	wejsapë	ajtipinchi,***	?	?	***,was like this (auto),,,,?	?	?	?,era como este,ctotawirdi,171,irdi
ctotawirdi-172,yab,"mën ta, chiriri, chiriri, arawai",mën	ta	chiriri	chiriri	arawai,***	?	?	?	***,"like that as the wild pineapple chíriri, or the other bush that resembles the pineapple arawai (auto)",,,,?	?	?	?	?,"como aquél como la piña silvestre chíriri, o la otra mata que se parece a la piña arawai",ctotawirdi,172,irdi
ctotawirdi-173,yab,"entë pïrarë, chiririjra, entë n takï chiriri",entë	pïrarë	chiririjra	entë	n	takï	chiriri,here.LOC	NEG.EXIST	?	here.LOC	INTS	CNFRM	?,"### no chirririririri, here if there is chirririririri (auto)",,,,adv	part	?	adv	part	part	?,"### no hay chíriri, aquí si hay chíriri",ctotawirdi,173,irdi
ctotawirdi-174,yab,"tëwï, arawai, tapotëijpë tëpï mare, tapire mare teperu tëwï",tëwï	arawai	tapotëijpë	tëpï	mare	tapire	mare	t-epe-ru	tëwï,3PRO	***	***	***	?	red	?	3-escape-IPFV	3PRO,"the árawai is that of big bush, the fruit is red (auto)",,,,pn	?	?	?	?	adv	?	vi	pn,"el árawai es ese de mata grande, la fruta es roja",ctotawirdi,174,irdi
